,title
Frequency of detection of respiratory viruses in the lower respiratory tract of hospitalized adults,1
Evaluation of quantitative and type-specific real-time RT-PCR assays for detection of respiratory syncytial virus in respiratory specimens from children,1
Human Genomics in Asia,1
Chiroptera,1
Avian and human influenza virus compatible sialic acid receptors in little brown bats OPEN,1
Simultaneous determination of six flavonoids from Paulownia tomentosa flower extract in rat plasma by LC-MS/MS and its application to a pharmacokinetic study,1
Veterinary anaerobes and diseases Clostridial abomasitis in calves: Case report and review of the literature,1
SARS CORONAVIRUS INFECTIONS OF THE LOWER RESPIRATORY TRACT AND THEIR PREVENTION,1
"Risk Factors for Pandemic (H1N1) 2009 Virus Seroconversion among Hospital Staff, Singapore",1
Beyond Disaster Preparedness: Building a Resilience-Oriented Workforce for the Future,1
Rapid replacement of human respiratory syncytial virus A with the ON1 genotype having 72 nucleotide duplication in G gene,1
SARS-CoV Infection in a Restaurant from Palm Civet SARS-CoV Infection in a Restaurant from Palm Civet Emerging Infectious Diseases • www Past Issues on SARS,1
"The Global Emerging Infection Surveillance and Response System (GEIS), a U.S. government tool for improved global biosurveillance: a review of 2009",1
The RZZ complex integrates spindle checkpoint maintenance with dynamic expansion of unattached kinetochores,1
Genotyping of avian infectious bronchitis virus in Iran: Detection of D274 and changing in the genotypes rate,1
Ribavirin efficiently suppresses porcine nidovirus replication,1
"The Fecal Virome of Children with Hand, Foot, and Mouth Disease that Tested PCR Negative for Pathogenic Enteroviruses",1
Age-related pattern of KI and WU polyomavirus infection,1
Learning from Ebola: Interprofessional practice in the Nebraska Biocontainment Unit,1
Infectious Complications during Tandem High-Dose Chemotherapy and Autologous Stem Cell Transplantation for Children with High-Risk or Recurrent Solid Tumors,1
"Synthesis, antibacterial and antiviral properties of curcumin bioconjugates bearing dipeptide, fatty acids and folic acid",1
Generation of bat-derived influenza viruses and their reassortants opeN,1
viruses The Immune Response to Astrovirus Infection,1
HIV-1 mutates to evade IFITM1 restriction,1
Remote sensing of multiple vital signs using a CMOS camera-equipped infrared thermography system and its clinical application in rapidly screening patients with suspected infectious diseases,1
X-ray Structure and Enzymatic Activity Profile of a Core Papain- like Protease of MERS Coronavirus with utility for structure-based drug design OPEN,1
"Respiratory hygiene in emergency departments: Compliance, beliefs, and perceptions",1
A sensitive DNA capacitive biosensor using interdigitated electrodes,1
Cancer Biomarker Discovery: The Entropic Hallmark,1
Advax delta inulin adjuvant overcomes immune immaturity in neonatal mice thereby allowing single-dose influenza vaccine protection,1
Hepatic Deficiency of COP9 Signalosome Subunit 8 Induces Ubiquitin-Proteasome System Impairment and Bim-Mediated Apoptosis in Murine Livers,1
Exploration of diarrhoea seasonality and its drivers in China,1
Rapid PCR/ESI-MS-based molecular genotyping of Staphylococcus aureus from nasal swabs of emergency department patients,1
Case Report Health Care Associated Middle East Respiratory Syndrome (MERS): A Case from Iran,1
Pentraxin 3 Detects Clinically Significant Fibrosis in Patients with Chronic Viral Hepatitis C,1
Inhibition of a Putative Dihydropyrimidinase from Pseudomonas aeruginosa PAO1 by Flavonoids and Substrates of Cyclic Amidohydrolases,1
Estimating the Relative Probability of Direct Transmission between Infectious Disease Patients,1
Evaluating Detection of an Inhalational Anthrax Outbreak Detecting an Inhalational Anthrax Outbreak Emerging Infectious Diseases • www Detecting an Inhalational Anthrax Outbreak Emerging Infectious Diseases • www,1
NIH Disease Funding Levels and Burden of Disease,1
Systematic review of respiratory viral pathogens identified in adults with community-acquired pneumonia in Europe,1
ScienceDirect Pathologies respiratoires infectieuses : des concepts à la pratique ! Infectious respiratory diseases: From concepts to practical issues!,1
An interferon-beta promoter reporter assay for high throughput identification of compounds against multiple RNA viruses,1
L'apnée du sommeil : une maladie ou un syndrome ?,1
Establishment of reverse transcription loop-mediated isothermal amplification for rapid detection and differentiation of canine distemper virus infected and vaccinated animals,1
From the Ministry of Health,1
Journal of Virological Methods Development and optimization of plaque assays for rat coronaviruses,1
Venezuelan Equine Encephalitis Virus Capsid Implicated in Infection-Induced Cell Cycle Delay in vitro,1
Hemagglutinating encephalomyelitis virus attaches to IV-acetyl-9-O-acetylneuraminic acid-containing receptors on erythrocytes: comparison with bovine coronavirus and influenza C virus,1
Middle East Respiratory Syndrome Coronavirus Recombination and the Evolution of Science and Public Health in China,1
Topics in Medicine and Surgery Topics in Medicine and Surgery Rabbit Clinical Pathology,1
Host protein CD63 enhances viral RNA replication by interacting with human astrovirus nonstructural protein nsP1a/4 2,1
Clinical and molecular epidemiology of human rhinovirus infections in patients with hematologic malignancy,1
"Seroprevalence of Dirofilaria immitis in Cats from Liaoning Province, Northeastern China",1
Insectivorous bats carry host specific astroviruses and coronaviruses across different regions in Germany,1
microorganisms Vδ2 T-Cells Kill ZIKV-Infected Cells by NKG2D-Mediated Cytotoxicity,1
Hospital-acquired Viral Pathogens in the Neonatal Intensive Care Unit,1
PICORNAVIRUS INHIBITORS,1
Sequential introduction of single room isolation and hand hygiene campaign in the control of methicillin-resistant Staphylococcus aureus in intensive care unit,1
Original Article Grape Seed Proanthocyanidin Extract Alleviates Arsenic-induced Oxidative Reproductive Toxicity in Male Mice *,1
The effectiveness of a shared conference experience in improving undergraduate medical and nursing students' attitudes towards inter-professional education in an Asian country: a before and after study,1
molecules Developing Novel G-Quadruplex Ligands: From Interaction with Nucleic Acids to Interfering with Nucleic Acid-Protein Interaction,1
Evaluation of the Xpert Flu A Panel nucleic acid amplification-based point-of-care test for influenza A virus detection and pandemic H1 subtyping,1
"Understanding community perceptions, social norms and current practice related to respiratory infection in Bangladesh during 2009: a qualitative formative study",1
Development of an RT-PCR diagnostic test for an avian astrovirus,1
DENV Inhibits Type I IFN Production in Infected Cells by Cleaving Human STING,1
Spreading predictability in complex networks,1
Methods and approaches to disease mechanisms using systems kinomics,1
Type 1 angiotensin receptor pharmacology: Signaling beyond G proteins,1
Procalcitonin guidance for reduction of antibiotic use in patients hospitalized with severe acute exacerbations of asthma: a randomized controlled study with 12-month follow-up,1
BMC Medicine Predictability and epidemic pathways in global outbreaks of infectious diseases: the SARS case study,1
Ciliated conical epithelial cell protrusions point towards a diagnosis of primary ciliary dyskinesia,1
Remote control of neural function by X-ray-induced scintillation,1
LeishVet update and recommendations on feline leishmaniosis,1
Regulation of p90RSK phosphorylation by SARS-CoV infection in Vero E6 cells,1
Niclosamide inhibits leaf blight caused by Xanthomonas oryzae in rice,1
A Simulation Optimization Approach to Epidemic Forecasting Supporting Information Individual-based Model,1
Structure of a pentameric virion-associated fiber with a potential role in Orsay virus entry to host cells,1
Statistics based predictions of coronavirus 2019-nCoV spreading in mainland China,1
Numerical study of the transport of droplets or particles generated by respiratory system indoors,1
Monitoring Influenza Activity in the United States: A Comparison of Traditional Surveillance Systems with Google Flu Trends,1
Effects of cattle tick (Boophilus microplus) infestation on the bovine immune system,1
Biochemical and genetic analysis of the role of the viral polymerase in enterovirus recombination,1
Pneumonia severity index in viral community acquired pneumonia in adults,1
Impact of genomics on animal agriculture and opportunities for animal health,1
The SARS Coronavirus 3a protein binds calcium in its cytoplasmic domain,1
Recovery from Mouse Hepatitis Virus Infection Depends on Recruitment of CD8 ϩ Cells Rather Than Activation of Intrahepatic CD4 ϩ ␣␤ Ϫ TCR inter or NK-T Cells,1
Genomic Characterization of a Newly Discovered Coronavirus Associated with Acute Respiratory Distress Syndrome in Humans,1
Viral inhibitors reveal overlapping themes in regulation of cell death and innate immunity,1
"Kinetics of the in vitro antibody response to transmissible gastroenteritis (TGE) virus from pig mesenteric lymph node cells, using the ELISASPOT and ELISA tests",1
"Comparative Analysis of Transcriptional Profiles of Adult Schistosoma japonicum from Different Laboratory Animals and the Natural Host, Water Buffalo",1
Structural Probing and Mutagenic Analysis of the Stem-loop Required for Escherichia coli dnaX Ribosomal Frameshifting: Programmed Efficiency of 50%,1
Exploratory Analysis of Methods for Automated Classification of Laboratory Test Orders into Syndromic Groups in Veterinary Medicine,1
"Faculty of Health Sciences, 9 Department of Science and Technology/National Research Foundation: Vaccine Preventable Diseases, 10 MRC/Wits Rural Public Health and Health Transitions Research Unit (Agincourt), School of Public Health, 11 Department of Internal Medicine, and 12 School of Pathology, Faculty of Health Sciences",1
BMC Microbiology CAPIH: A Web interface for comparative analyses and visualization of host-HIV protein-protein interactions,1
Clinical Interventions in Aging Dovepress The aging lung,1
Regulation and Testing of Vaccines,1
Keyword index to volumes 296-307 (2005),1
Endogenous gamma interferon produced in central nervous system by systemic infection with Theiler's virus in mice,1
Inhibitory activity and mechanism of two scorpion venom peptides against herpes simplex virus type 1,1
Triple Immunoglobulin Gene Knockout Transchromosomic Cattle: Bovine Lambda Cluster Deletion and Its Effect on Fully Human Polyclonal Antibody Production,1
The incidence of Clostridioides difficile and Clostridium perfringens netF- positive strains in diarrheic dogs,1
Institute of Geographical Sciences and Natural Resources Research,1
Operational efficiency of AsiaePacific airports,1
Prediction of respiratory disease and diarrhea in veal calves based on immunoglobulin levels and the serostatus for respiratory pathogens measured at arrival,1
Duplex Molecular Assay Intended for Point-of-Care Diagnosis of Influenza A/B Virus Infection,1
Strategies to develop antivirals against enterovirus 71,1
Identification and molecular characterisation of bovine parainfluenza virus-3 and bovine respiratory syncytial virus -first report from Turkey,1
Proteomic analysis of the response of porcine adrenal gland to heat stress,1
Multiplex PCR analysis of clusters of unexplained viral respiratory tract infection in Cambodia,1
Establishment and reinforcement of the national reference centers for human microbiology in Belgium,1
Identifying Public Health Competencies Relevant to Family Medicine,1
Redox Biology of Respiratory Viral Infections,1
Dengue Virus,1
Enhancing Time-Series Detection Algorithms for Automated Biosurveillance,1
Improving Encapsulation of Hydrophilic Chloroquine Diphosphate into Biodegradable Nanoparticles: A Promising Approach against Herpes Virus Simplex-1 Infection,1
The translational landscape of Zika virus during infection of mammalian and 1 insect cells 2 3,1
CASE REPORT Interstitial Pneumonia Associated with the Influenza Vaccine: A Report of Two Cases,1
"An examination of the factorial and convergent validity of four measures of conspiracist ideation, with recommendations for researchers",1
Viral Etiology of Acute Respiratory Infection in Gansu Province,1
Role of brain renin angiotensin system in neurodegeneration: An update,1
Frequency and clinical relevance of human bocavirus infection in acute exacerbations of chronic obstructive pulmonary disease,1
Successful Treatment of Disseminated Nocardiosis Caused by Nocardia veterana in a Dog,1
CCR5 knockout suppresses experimental autoimmune encephalomyelitis in C57BL/6 mice,1
ERKs and mitochondria-related pathways are essential for glycyrrhizic acid-mediated neuroprotection against glutamate-induced toxicity in differentiated PC12 cells,1
Key Points of Clinical and CT Imaging Features of 2019 Novel Coronavirus (2019-nCoV) Imported Pneumonia Based On 21 Cases Analysis,1
Electrospray ionisation-cleavable tandem nucleic acid mass tag-peptide nucleic acid conjugates: synthesis and applications to quantitative genomic analysis using electrospray ionisation-MS/MS,1
Spatial analysis of falls in an urban community of Hong Kong,1
Open Forum Infectious Diseases Infectious Complications After Umbilical Cord Blood Transplantation for Hematological Malignancy,1
Comparative evaluation of commercially available manual and automated nucleic acid extraction methods for rotavirus RNA detection in stools,1
Free fatty acids induce ER stress and block antiviral activity of interferon alpha against hepatitis C virus in cell culture,1
Specificity and Strain-Typing Capabilities of Nanorod Array-Surface Enhanced Raman Spectroscopy for Mycoplasma pneumoniae Detection,1
Quantitation of canine coronavirus RNA in the faeces of dogs by TaqMan RT-PCR,1
Label-free localized surface plasmon resonance biosensor composed of multi-functional DNA 3 way junction on hollow Au spike-like nanoparticles (HAuSN) for avian influenza virus detection,1
Drug Repurposing Approaches for the Treatment of Influenza Viral Infection: Reviving Old Drugs to Fight Against a Long-Lived Enemy,1
RPI-Pred: predicting ncRNA-protein interaction using sequence and structural information,1
molecules Fluorescence-Based Multiplex Protein Detection Using Optically Encoded Microbeads,1
Duration of Maternal Antibodies against Canine Distemper Virus and Hendra Virus in Pteropid Bats,1
Ethics in Emergency Medicine MUST I RESPOND IF MY HEALTH IS AT RISK?,1
Hazard to man and the environment posed by the use of urban waste compost: a review,1
Live Bird Markets of Bangladesh: H9N2 Viruses and the Near Absence of Highly Pathogenic H5N1 Influenza,1
Novel translational approaches to the search for precision therapies for acute respiratory distress syndrome,1
Mouse Hepatitis Virus ORF 2a Is Expressed in the Cytosol of Infected Mouse Fibroblasts,1
Molecular dynamics of Middle East Respiratory Syndrome Coronavirus (MERS CoV) fusion heptad repeat trimers,1
Programmed -1 Frameshifting by Kinetic Partitioning during Impeded Translocation,1
Uganda public health fellowship program's contribution to building a resilient and sustainable public health system in Uganda,1
The EBV action in tonsils and adenoids,1
Immunomodulatory Activity and Protective Effects of Polysaccharide from Eupatorium adenophorum Leaf Extract on Highly Pathogenic H5N1 Influenza Infection,1
Agent based modeling of Treg-Teff cross regulation in relapsing-remitting multiple sclerosis,1
Severe human infection with a novel avian-origin influenza A(H7N4) virus,1
Combined inhalational and oral supplementation of ascorbic acid may prevent influenza pandemic emergency: A hypothesis,1
Comparative analysis of gene expression in virulent and attenuated strains of infectious bronchitis virus at sub-codon resolution,1
"12 Intensive Care Department, King Faisal Specialist Hospital and Research Center",1
β 2 -Adrenergic receptor promoter haplotype influences the severity of acute viral respiratory tract infection during infancy: a prospective cohort study,1
Comparative Evaluation of Six Commercialized Multiplex PCR Kits for the Diagnosis of Respiratory Infections,1
Development and evaluation of a rapid nucleic acid amplification method to detect influenza A and B viruses in human respiratory specimens,1
High-throughput detection of mutations responsible for childhood hearing loss using resequencing microarrays,1
Universidad Nacional de La Plata,1
The presence of the TAR RNA structure alters the programmed -1 ribosomal frameshift efficiency of the human immunodeficiency virus type 1 (HIV-1) by modifying the rate of translation initiation,1
BMC Molecular Biology Identification of new reference genes for the normalisation of canine osteoarthritic joint tissue transcripts from microarray data,1
ScienceDirect Facteurs déclenchant des exacerbations de BPCO ଝ Triggering factors of acute COPD exacerbations,1
"Pharmacy practice in times of civil crisis: The experience of SARS and ''the blackout'' in Ontario, Canada",1
Infections in the Intensive Care Unit Posttransplant Infections,1
Forecasting the 2013-2014 Influenza Season Using Wikipedia,1
"Co-Circulation of the Rare CPV-2c with Unique Gln370Arg Substitution, New CPV-2b with Unique Thr440Ala Substitution, and New CPV-2a with High Prevalence and Variation in Heilongjiang Province, Northeast China",1
"Bacteriological study of calf colisepticemia in Alage Dairy Farm, Southern Ethiopia",1
Competition between Influenza A Virus Genome Segments,1
"Prebiotic and probiotic supplementation prevents rhinovirus infections in preterm infants: A randomized, placebo-controlled trial",1
The conserved stem-loop II structure at the 3' untranslated region of Japanese encephalitis virus genome is required for the formation of subgenomic flaviviral RNA,1
The multifaceted role of astrocytes in regulating myelination,1
Intestinal Organoids-Current and Future Applications,1
Airport sentinel surveillance and entry quarantine for dengue infections following a fever screening program in Taiwan,1
Face touching: A frequent habit that has implications for hand hygiene,1
The risk factors associated with MERS-CoV patient fatality: A global survey,1
Long noncoding RNAs and viral infections,1
A single-dose ChAdOx1-vectored vaccine provides complete protection against Nipah Bangladesh and Malaysia in Syrian golden hamsters,1
MINI REVIEW A Mini-Review of Adverse Lung Transplant Outcomes Associated With Respiratory Viruses,1
Canine coronavirus inactivation with physical and chemical agents,1
Anatomy and Disorders of the Oral Cavity of Rat-like and Squirrel-like Rodents,1
Agnoprotein of mammalian polyomaviruses,1
"Psychosocial factors, respiratory viruses and exacerbation of asthma",1
Closure of medical departments during nosocomial outbreaks: data from a systematic analysis of the literature,1
Dichloro-Phenyl-Benzotriazoles: A New Selective Class of Human Respiratory Syncytial Virus Entry Inhibitors,1
Human bocavirus detection in an atopic child affected by pneumonia associated with wheezing,1
"Wheezing Exacerbations in Early Childhood: Evaluation, Treatment, and Recent Advances Relevant to the Genesis of Asthma",1
Whole exome sequencing in the differential diagnosis of Diamond-Blackfan anemia: Clinical and molecular study of three patients with novel RPL5 and mosaic RPS19 mutations,1
"Food and Health Sciences, Australian Animal Health Laboratory",1
"Modelling conditional skewness: Heterogeneous beliefs, short sale restrictions and market declines",1
Antibody Response and Disease Severity in Healthcare Worker MERS Survivors,1
prevalence and complete genome of bovine norovirus with novel VP1 genotype in calves in china,1
PI3K-Akt-mTOR axis sustains rotavirus infection via the 4E-BP1 mediated autophagy pathway and represents an antiviral target,1
Neonatal infections in Saudi Arabia: Association with cytokine gene polymorphisms,1
"Genome organization of Canada Goose Coronavirus, A Novel species Identified in a Mass Die-off of Canada Geese",1
Precautionary Behavior in Response to Perceived Threat of Pandemic Infl uenza,1
In Very Young Infants Severity of Acute Bronchiolitis Depends On Carried Viruses,1
How integration of global omics-data could help preparing for pandemics -a scent of influenza,1
Estrogen Mediates Innate and Adaptive Immune Alterations to Influenza Infection in Pregnant Mice,1
viruses Development of Small-Molecule MERS-CoV Inhibitors,1
"Clinical Medicine Impact of an Infectious Disease Specialist on an Antimicrobial Stewardship Program at a Resource-Limited, Non-Academic Community Hospital in Korea",1
"Localization of a Yeast Early Golgi Mannosyltransferase, Ochlp, Involves Retrograde Transport",1
Cost-Effectiveness Analysis of Influenza A (H1N1) Chemoprophylaxis in Brazil,1
curcumin to promote the Synthesis of Silver nps and their Self- Assembly with a thermoresponsive polymer in core-Shell nanohybrids,1
Comprehensive Analysis and Comparison on the Codon Usage Pattern of Whole Mycobacterium tuberculosis Coding Genome from Different Area,1
Avian defensins,1
Simultaneous rapid sequencing of multiple RNA virus genomes,1
Open Access RESEARCH Treatment with Imiquimod enhances antitumor immunity induced by therapeutic HPV DNA vaccination,1
A New Model for Hendra Virus Encephalitis in the Mouse,1
Gene Expression Profiling in Cells with Enhanced c-Secretase Activity,1
"Review of Issues and Challenges of Practicing Emergency Medicine Above 30,000-Feet Altitude: 2 Anonymized Cases",1
Web-based infectious disease surveillance systems and public health perspectives: a systematic review,1
The airborne transmission of infection between flats in high-rise residential buildings: Tracer gas simulation,1
SERUM ANTIBODY RESPONSES OF NEONATAL AND YOUNG ADULT PIGS TO TRANSMISSIBLE GASTROENTERITIS CORONAVIRUS,1
Émergences et barrières d'espèces Emergence and species barriers,1
"Clinical cystoisosporosis associated to porcine cytomegalovirus (PCMV, Suid herpesvirus 2) infection in fattening pigs",1
Preclinical Development and Production of Virus-Like Particles As Vaccine Candidates for Hepatitis C,1
Ciliary beat pattern is associated with specific ultrastructural defects in primary ciliary dyskinesia,1
CHARACTERISATION OF ROTAVIRUS ISOLATES FROM SUB-CLINICALLY INFECTED CALVES BY GENOME PROFILE ANALYSIS,1
"Structural bioinformatics SKEMPI 2.0: an updated benchmark of changes in protein-protein binding energy, kinetics and thermodynamics upon mutation",1
"Design, synthesis, and evaluation of 3C protease inhibitors as anti-enterovirus 71 agents",1
Intervention strategies for emerging viruses: use of antivirals,1
Stockpile of personal protective equipment in hospital settings: Preparedness for influenza pandemics,1
Rapid pre-clinical detection of classical swine fever by reverse transcription loop-mediated isothermal amplification,1
Effectiveness of cough etiquette maneuvers in disrupting the chain of transmission of infectious respiratory diseases,1
Recognizing flu-like symptoms from videos,1
Antiviral Activity of Isatis indigotica Extract and Its Derived Indirubin against Japanese Encephalitis Virus,1
"Preventive and therapeutic efficacy of halofuginone-lactate against Cryptosporidium parvum in spontaneously infected calves: A centralised, randomised, double-blind, placebo-controlled study The Veterinary Journal",1
In vitro properties and experimental pathogenic effect of three strains of feline immunodeficiency viruses (FIV) isolated from cats with terminal disease,1
Potent and persistent antibody responses against the receptor-binding domain of SARS-CoV spike protein in recovered patients,1
Dpp4 inhibition as a therapeutic strategy in cardiometabolic disease: Incretin-dependent and -independent function,1
A novel sub-epidemic modeling framework for short-term forecasting epidemic waves,1
Transcriptome and Comparative Gene Expression Analysis of Sogatella furcifera (Horvá th) in Response to Southern Rice Black-Streaked Dwarf Virus,1
"Cell Discovery Phase-adjusted estimation of the number of Coronavirus Disease 2019 cases in Wuhan, China",1
Incubation periods of acute respiratory viral infections: a systematic review,1
The 1977 H1N1 Influenza Virus Reemergence Demonstrated Gain-of- Function Hazards,1
SARS Coronavirus Unique Domain: Three-Domain Molecular Architecture in Solution and RNA Binding,1
High-Frequency Oscillatory Ventilation for Adult Patients With ARDS*,1
A simple and rapid identification method for newly emerged porcine Deltacoronavirus with loop-mediated isothermal amplification,1
Downstream Ribosomal Entry for Translation of Coronavirus TGEV Gene 3b,1
Protective Efficacy of VP1-Specific Neutralizing Antibody Associated with a Reduction of Viral Load and Pro- Inflammatory Cytokines in Human SCARB2-Transgenic Mice,1
Effectively Communicating the Uncertainties Surrounding Ebola Virus Transmission,1
REVIEW A Systematic Approach to Novel Virus Discovery in Emerging Infectious Disease Outbreaks,1
China's distinctive engagement in global health,1
In Vitro and In Vivo Studies Identify Important Features of Dengue Virus pr-E Protein Interactions,1
Rapid identification of multiple constantly-released contaminant sources in indoor environments with unknown release time,1
Ultrastructure of the replication sites of positive-strand RNA viruses,1
Type I Interferon Receptor Signaling of Neurons and Astrocytes Regulates Microglia Activation during Viral Encephalitis Article Type I Interferon Receptor Signaling of Neurons and Astrocytes Regulates Microglia Activation during Viral Encephalitis,1
Deep Learning-based Detection for COVID-19 from Chest CT using Weak Label,1
Immunogenicity of SARS inactivated vaccine in BALB/c mice,1
Comparison of cytokine expression profiles in infants with a rhinovirus induced lower respira tory tract infection with or without wheez ing: a comparison with respiratory syn cytial virus,1
Middle East Respiratory Syndrome Coronavirus in Dromedaries in Ethiopia Is Antigenically Different From the Middle East Isolate EMC,1
Function-Based Mutation-Resistant Synthetic Signaling Device Activated by HIV-1 Proteolysis,1
Understanding the symptoms of the common cold and influenza,1
Journal of Occupational Medicine and Toxicology Pandemic influenza: implications for occupational medicine,1
M1 of Murine Gamma-Herpesvirus 68 Induces Endoplasmic Reticulum Chaperone Production,1
Pathogenicity of a TW-Like Strain of Infectious Bronchitis Virus and Evaluation of the Protection Induced against It by a QX-Like Strain,1
Health care workers' perceptions of respiratory and gastrointestinal algorithms for patient management in emergency care settings,1
viruses Drivers of MERS-CoV Emergence in Qatar,1
Identification and sequence determination of the capsid protein gene of human astrovirus serotype 1,1
"Gastric cancer patients display a distinctive population of IFNg + IL10 + double positive CD8 T cells, which persists longer during prolonged activation",1
Neuraminidase activity and specificity of influenza A virus are influenced by haemagglutinin-receptor binding,1
"Citation: Molecular Therapy-Nucleic Acids (2011) 1, e27; Molecular Therapy-Nucleic Acids (2012) 1, e27",1
Dietary Enterococcus faecium NCIMB 10415 and Zinc Oxide Stimulate Immune Reactions to Trivalent Influenza Vaccination in Pigs but Do Not Affect Virological Response upon Challenge Infection,1
Baculovirus as a gene delivery vector: Recent understandings of molecular alterations in transduced cells and latest applications,1
ARTICLE IN PRESS ARCHIVOS DE LA SOCIEDAD ESPAÑOLA DE OFTALMOLOGÍA Comunicación corta Manifestaciones neuroftalmológicas como complicación de una infección por Mycoplasma pneumoniae y desarrollo posterior de una encefalitis aguda diseminada,1
Geographical disparities in emergency department presentations for acute respiratory infections and risk factors for presenting: a population-based cohort study of Western Australian children,1
Investigation of the pharmacophore space of Severe Acute Respiratory Syndrome coronavirus (SARS-CoV) NTPase/helicase by dihydroxychromone derivatives,1
Experimental infection of dromedaries with Middle East respiratory syndrome-Coronavirus is accompanied by massive ciliary loss and depletion of the cell surface receptor dipeptidyl peptidase 4 OPEN,1
"Stable Internal Reference Genes for Normalizing Real-Time Quantitative PCR in Baphicacanthus cusia under Hormonal Stimuli and UV Irradiation, and in Different Plant Organs. Stable Internal Reference Genes for Normalizing Real-Time Quantitative PCR in Baphicacanthus cusia under Hormonal Stimuli and UV Irradiation, and in Different Plant Organs",1
The molecular basis for Pompe disease 3 revealed by the structure of human acid α-glucosidase 4 5,1
Isolation and functional studies on feline bone marrow derived macrophages,1
Effects of Timely Control Intervention on the Spread of Middle East Respiratory Syndrome Coronavirus Infection,1
"Genetic diversity, seasonality and transmission network of human metapneumovirus: identification of a unique sub-lineage of the fusion and attachment genes OPEN",1
Epimeric methylsulfinyladenosine derivatives from the marine ascidian Herdmania momus,1
Mechanisms shaping the naïve T cell repertoire in the elderly -Thymic involution or peripheral homeostatic proliferation?,1
Identifying volatile metabolite signatures for the diagnosis of bacterial respiratory tract infection using electronic nose technology: A pilot study,1
Role of the viral hemagglutinin in the anti-influenza virus activity of newly synthesized polycyclic amine compounds,1
The Effect of Aqueous Extract of Glycyrrhiza glabra on Herpes Simplex Virus 1,1
R E V I E W Open Access 'The Microbiome and the Pathophysiology of Asthma',1
Case Report A Rare Cause of Childhood Cerebellitis-Influenza Infection: A Case Report and Systematic Review of Literature,1
Subcutaneous Implants of a Cholesterol-Triglyceride-Buprenorphine Suspension in Rats,1
Activation of the Canonical Bone Morphogenetic Protein (BMP) Pathway during Lung Morphogenesis and Adult Lung Tissue Repair,1
Feline Non-suppurative Meningoencephalomyelitis. A Clinical and Pathological Study,1
Lactobacillus acidophilus S-layer protein-mediated inhibition of PEDV- induced apoptosis of Vero cells,1
Clinical Medicine The Extent of Transmission of Novel Coronavirus in,1
Coronavirus phylogeny based on triplets of nucleic acids bases,1
The role of C5a in acute lung injury induced by highly pathogenic viral infections,1
Armed Forces Health Surveillance Center (AFHSC) and Cherokee Nation Technology Solutions,1
INTESTINAL ANTIBODY RESPONSE AFTER VACCINATION AND INFECTION WITH ROTAVIRUS OF CALVES FED COLOSTRUM WITH OR WITHOUT ROTAVIRUS ANTIBODY,1
Divergent bufavirus harboured in megabats represents a new lineage of parvoviruses,1
"Phylogenetic Distribution of CMP-Neu5Ac Hydroxylase (CMAH), the Enzyme Synthetizing the Proinflammatory Human Xenoantigen Neu5Gc",1
Detection of foot-and-mouth disease virus infection-associated antigen antibodies: comparison of the enzyme-linked immunosorbent assay and agar gel immunodiffusion tests,1
"Effects of an experimentally induced rhinovirus cold on sleep, performance, and daytime alertness PII: S 0 0 3 1 -9 3 8 4 ( 0 0 ) 0 0 3 2 2 -X",1
materials Copper Alloy Touch Surfaces in Healthcare Facilities: An Effective Solution to Prevent Bacterial Spreading,1
Respiratory Research Caveolin-1 and -2 in airway epithelium: expression and in situ association as detected by FRET-CLSM,1
Adoptive Transfer of Infectious Bronchitis Virus Primed ␣␤ T Cells Bearing CD8 Antigen Protects Chicks from Acute Infection,1
viruses Viruses and Autoimmunity: A Review on the Potential Interaction and Molecular Mechanisms,1
Viral Control of Mitochondrial Apoptosis,1
Open Access RESEARCH Coping flexibility in college students with depressive symptoms,1
Article 1707 1 Citation,1
Evaluation of a PCR-electrospray ionization mass spectrometry platform for detection and identification of fungal pathogens directly from prospectively collected bronchoalveolar lavage specimens,1
Transcriptome-Wide Cleavage Site Mapping on Cellular mRNAs Reveals Features Underlying Sequence-Specific Cleavage by the Viral Ribonuclease SOX,1
Inhibition of an Early Step of Poliovirus Replication by Disoxaril (WIN 51711) Neutralizing Monoclonal Antibodies Obtained After In Vivo Priming with VPl of Poliovirus Type 1 Recognize Epitopes Located Between Amino Acid Residues 93-104 of VPl,1
Detection of Zika virus using reverse- transcription LAMP coupled with reverse dot blot analysis in saliva,1
BMC Public Health Delayed Treatment of Diagnosed Pulmonary Tuberculosis in Taiwan,1
Impact of microbial Aetiology on mortality in severe community-acquired pneumonia,1
Signals for Ribosomal Frameshifting in the Rous Sarcoma Virus gag-pal Region,1
Activation of COX-2/PGE 2 Promotes Sapovirus Replication via the Inhibition of Nitric Oxide Production VIRUS-CELL INTERACTIONS crossm,1
Resveratrol Inhibits KSHV Reactivation by Lowering the Levels of Cellular EGR-1,1
Pro-inflammatory cytokines derived from West Nile virus (WNV)-infected SK-N-SH cells mediate neuroinflammatory markers and neuronal death,1
Lung epithelial cells have virus-specific and shared gene expression responses to infection by diverse respiratory viruses,1
"First Human Rabies Case in French Guiana, 2008: Epidemiological Investigation and Control",1
Epidemiology and Immune Pathogenesis of Viral Sepsis,1
"Systematic Identification of Novel, Essential Host Genes Affecting Bromovirus RNA Replication",1
"Point-Of-Care Testing Curriculum and Accreditation for Public Health-Enabling Preparedness, Response, and Higher Standards of Care at Points of Need",1
